sentence	label
seth nodded .	1
mine was calling my name too and said to beware of the shadows .	1
but i saw a ghost-like boy instead .	1
then i saw a glimpse of you and then i woke up .	1
who do you think they were ?	1
i asked .	1
the ghost kids .	1
i do n't know but i have a feeling that they were n't on kojas ' side , he replied .	1
i glanced over at emily and jason , making sure they were still sleeping .	1
why do you think they were in our dreams ?	1
was the 'beware of the shadows ' that important ?	1
does any of this ever make sense to us ?	1
seth asked with a shrug .	1
we just wait it out like we always do .	1
emily groaned and stretched .	1
she opened her eyes , squinting at the two of us .	1
morning .	1
good morning emily , sleep well ?	1
i asked , wondering if she had the same type of dream as we did .	1
she shrugged .	1
i slept soundly , why ?	1
nothing , just curious .	1
okay , she stood up and tip toed towards jason .	1
now the best part , waking up the grump .	1
she bent over close to his ear .	1
she took in a deep breath and then yelled at the top of her lungs , pie !	1
jason jumped up so fast that emily had to jump back to avoid getting hit in the head .	1
he almost fell backward but he steadied himself against the wall .	1
one of his knives slid into his hand but by the time he realized what was going on , we were all laughing hard i was getting the hiccups .	1
jason panted out each word , that ... is ... not ... funny !	1
he glared at emily so hard she must of thought that he had laser eyes .	1
emily was holding herself and trying to stop laughing so she could speak .	1
i 'm sorry jason ... but you were such a grouch yesterday ... we had to get you back !	1
i will get you back , jason said angrily .	1
i will .	1
okay jason , i hiccupped .	1
but you 're going to have to wait a while .	1
dude that was hilarious , seth choked out and had a smile on his face the size of the cave .	1
i 'm surprised you did n't scream like a little girl .	1
but you did jump like one .	1
jason 's face went red .	1
i thought i 'd get some support from you , seth .	1
he crossed his arms .	1
you might be next , you know .	1
seth shrugged .	1
maybe , but i do n't care .	1
we all need a good laugh to keep our spirits up and if that means scaring the crap out of me , i 'm fine with it .	1
so you 'll be fine with me dragging you outside while you were sleeping and leaving you in the rain ?	1
emily asked .	1
seth narrowed his eyes .	1
no , i 'd be cold , wet and annoyed .	1
you can do that if you feel like having me be grouchy all day .	1
nah , emily said .	1
i do n't think it would be worth it .	1
are we just going to sit here and talk or are we going to get a move on ?	1
i asked .	1
alright then , emily said and walked out of the cave .	1
if you want to go in the dreary woods so bad , we 'll go .	1
jason walked after her , shoulders hunched .	1
i went to follow him when seth said , we should tell them about our dreams .	1
i turned around and faced him .	1
we should , they need to know in case they have ones like ours .	1
seth nodded and followed me as we joined everyone else outside .	1
emily waited for us and then headed into the woods .	1
she waved to the dragon and we disappeared once more .	1
i stared off into the trees , waiting for seth 's cue to tell them about the ghost kids .	1
seth raised his hand , signaling for us to stop .	1
he put a finger to his lips and pointed in front of him .	1
i crept up and peered at where he was pointing .	1
a bunch of dwarves and tall , muscular men crowded around something .	1
the men had double swords sheathed on their back , long ears , and long black hair .	1
they were wearing some type of combat boots and thick coats .	1
one of them moved and i saw a tied dragon staked to the ground .	1
it continued to try to stand but it seemed to weak and fell back down .	1
i heard emily gasp in horror and i felt the same way .	1
one of the men poked it in the side with the butt of his sword and the dragon grunted in pain .	1
i looked over my shoulder at emily .	1
she looked like she was about to start crying any second .	1
seth drew his sword and crouched down .	1
he shuffled forward and motioned for us to follow .	1
we slid through the trees as quietly as we could .	1
i kept my eye on the faery men , waiting for one of them to turn around and notice us hiding in the trees .	1
i ducked behind a tree and looked over just in time to see emily trip and fall out of her bush .	1
the faery and dwarves looked at her in surprise .	1
i guess theyve never seen a teenage half-ling girl fall out of a bush before .	1
am i interrupting something ?	1
emily asked with a gulp .	1
the faery men drew their double swords and charged at her .	1
i released an arrow and it buried itself in one of their necks .	1
it fell backward and they turned to my hiding spot , searching for me .	1
two knives flew and a dwarf and man collapsed on the ground .	1
i saw jason hide behind his tree again .	1
one dwarf got too close to emily and she raised her arms , dousing him in flames .	1
he screeched and fell to the ground , withering and then went still .	1
seth ran from the trees , brandishing his sword .	1
he swung it around and clashed with one of the faery 's swords .	1
the faery brought the other around and seth twisted to avoid it .	1
he grabbed the blade and flung it out of the man 's arms .	1
he roared angrily and threw his sword down on seth , who raised his up to block it .	1
seth pushed back , but i could see him shaking .	1
right when i thought he was winning , my mouth dropped open .	1
time seemed to slow as one of the other faery guys ran over to seth and the one he was locked with .	1
the faery raised one of the hilts of his sword and brought it down on seth .	1
it collided with his head and seth dropped his sword .	1
he crumpled to ground and did n't move .	1
seth !	1
i screamed .	1
he did n't move and one of the faery men reached down to grab him but i screeched , leave him alone !	1
and sent an arrow into the guy 's neck .	1
i heard jason yell in rage and they started to drop like stones .	1
emily raised her arms and the ground shook under a faery .	1
roots twisted upward and wrapped around one of the five faery men that were left .	1
the other four fell dead from my arrows and jason 's knives .	1
i ran out from behind the tree and stormed over to the squirming faery man .	1
